AES256-CBCHMAC-SHA2-512,Data_Plane
64,128,256,512,1024,2048,4096,40
16692,29256,47256,66420,83304,91900,100512,84718
 
AES256-CBCAES-XCBC,Data_Plane
64,128,256,512,1024,2048,4096,40
19200,33090,52362,71436,87144,95872,101658,87538
 
AES128-CBC,Data_Plane
64,128,256,512,1024,2048,4096,40
28980,48000,69030,85332,96750,101130,103152,94250
 
AES256-CBC,Data_Plane
64,128,256,512,1024,2048,4096,40
24000,39894,60234,78768,92156,99900,102504,91042
 
KASUMI_F8,Data_Plane
40,64,256,320,512,1024
15480,22920,58512,63468,76880,91020
 
SNOW3G_UEA2HMAC-SNOW3G-UIA2,Data_Plane
40,64,256,320,512,1024
10782,16080,48372,53706,67884,84258
 
RSA CRT DECRYPT,NO_API
2048,4096
204028,28117
 
ECDSA VERIFY,NO_API
384
85476
 
API,Session State,Huffman Type,Direction,Packet Size,Compression Level,Throughput(Mbps),Compression Ratio
Data_Plane,STATELESS,STATIC,COMPRESS,8192,1,72933,0.5194
Data_Plane,STATELESS,STATIC,COMPRESS,8192,1,73797,0.5194
Data_Plane,STATELESS,STATIC,DECOMPRESS,8192,1,107019,0.5194
Data_Plane,STATELESS,STATIC,COMPRESS,8192,2,65701,0.4880
Data_Plane,STATELESS,STATIC,DECOMPRESS,8192,2,107019,0.4880
Data_Plane,STATELESS,DYNAMIC,COMPRESS,8192,1,78445,0.4145
Data_Plane,STATELESS,DYNAMIC,DECOMPRESS,8192,1,107388,0.4145
Data_Plane,STATELESS,DYNAMIC,COMPRESS,8192,2,61913,0.3965
Data_Plane,STATELESS,DYNAMIC,DECOMPRESS,8192,2,107760,0.3965
